iter	Logloss	CrossEntropy
885	0.188162099	0.188162099
886	0.1881512251	0.1881512251
887	0.188137532	0.188137532
888	0.1881141553	0.1881141553
889	0.1880924857	0.1880924857
890	0.1880600685	0.1880600685
891	0.1880440613	0.1880440613
892	0.1880218873	0.1880218873
893	0.1880005211	0.1880005211
894	0.1879904901	0.1879904901
895	0.1879671575	0.1879671575
896	0.1879443598	0.1879443598
897	0.1879212971	0.1879212971
898	0.1878947603	0.1878947603
899	0.1878196183	0.1878196183
900	0.187799171	0.187799171
901	0.1877818483	0.1877818483
902	0.1877652448	0.1877652448
903	0.1877493728	0.1877493728
904	0.1877091366	0.1877091366
905	0.1876862729	0.1876862729
906	0.1876644824	0.1876644824
907	0.1876514006	0.1876514006
908	0.1876370091	0.1876370091
909	0.1876101908	0.1876101908
910	0.1875965772	0.1875965772
911	0.187584904	0.187584904
912	0.1875683183	0.1875683183
913	0.1875400166	0.1875400166
914	0.1875157541	0.1875157541
915	0.1874981675	0.1874981675
916	0.1874773048	0.1874773048
917	0.1874625836	0.1874625836
918	0.1874326645	0.1874326645
919	0.1874144192	0.1874144192
920	0.187349324	0.187349324
921	0.1873322052	0.1873322052
922	0.187324428	0.187324428
923	0.1873085599	0.1873085599
924	0.1872978472	0.1872978472
925	0.1872834942	0.1872834942
926	0.1872539752	0.1872539752
927	0.1872349068	0.1872349068
928	0.187183599	0.187183599
929	0.187168611	0.187168611
930	0.1871528309	0.1871528309
931	0.1871427364	0.1871427364
932	0.1871340222	0.1871340222
933	0.1871206691	0.1871206691
934	0.1871112847	0.1871112847
935	0.1870398998	0.1870398998
936	0.1870242146	0.1870242146
937	0.1869988505	0.1869988505
938	0.1869782628	0.1869782628
939	0.1869635091	0.1869635091
940	0.1869404056	0.1869404056
941	0.1869264008	0.1869264008
942	0.1869172845	0.1869172845
943	0.1869080228	0.1869080228
944	0.1868867966	0.1868867966
945	0.1868695089	0.1868695089
946	0.1868507832	0.1868507832
947	0.1868246279	0.1868246279
948	0.1867990544	0.1867990544
949	0.1867869902	0.1867869902
950	0.1867746131	0.1867746131
951	0.1867624537	0.1867624537
952	0.1867541253	0.1867541253
953	0.1867414513	0.1867414513
954	0.1867264288	0.1867264288
955	0.1866842857	0.1866842857
956	0.1866756063	0.1866756063
957	0.1866607857	0.1866607857
958	0.1866449591	0.1866449591
959	0.1866303775	0.1866303775
960	0.1866062643	0.1866062643
961	0.186600453	0.186600453
962	0.186580941	0.186580941
963	0.1865745531	0.1865745531
964	0.18655775	0.18655775
965	0.186546446	0.186546446
966	0.1865316994	0.1865316994
967	0.1865142305	0.1865142305
968	0.1865005137	0.1865005137
969	0.1864935121	0.1864935121
970	0.1864791163	0.1864791163
971	0.1864560526	0.1864560526
972	0.1864337939	0.1864337939
973	0.1864263286	0.1864263286
974	0.1864076653	0.1864076653
975	0.1863868224	0.1863868224
976	0.1863557178	0.1863557178
977	0.1863334819	0.1863334819
978	0.186312929	0.186312929
979	0.1862995143	0.1862995143
980	0.1862672367	0.1862672367
981	0.1862490539	0.1862490539
982	0.1862334047	0.1862334047
983	0.1862211623	0.1862211623
984	0.186187289	0.186187289
985	0.1861730486	0.1861730486
986	0.1861572674	0.1861572674
987	0.1861430224	0.1861430224
988	0.1861215035	0.1861215035
989	0.1861120851	0.1861120851
990	0.1860665356	0.1860665356
991	0.1860591072	0.1860591072
992	0.1860397259	0.1860397259
993	0.1860185744	0.1860185744
994	0.1860012262	0.1860012262
995	0.1859865319	0.1859865319
996	0.1859705844	0.1859705844
997	0.1859454821	0.1859454821
998	0.1859349253	0.1859349253
999	0.18590165	0.18590165
1000	0.185884675	0.185884675
1001	0.1858687818	0.1858687818
1002	0.1858558858	0.1858558858
1003	0.1858416922	0.1858416922
1004	0.1858204754	0.1858204754
1005	0.1858115466	0.1858115466
1006	0.1857823988	0.1857823988
1007	0.1857772033	0.1857772033
1008	0.1857696588	0.1857696588
1009	0.1857625821	0.1857625821
1010	0.185757155	0.185757155
1011	0.1857463201	0.1857463201
1012	0.1857394547	0.1857394547
1013	0.1857134312	0.1857134312
1014	0.1856975388	0.1856975388
1015	0.1856805692	0.1856805692
1016	0.1856658107	0.1856658107
1017	0.1856484508	0.1856484508
1018	0.1856369984	0.1856369984
1019	0.1856254893	0.1856254893
1020	0.1856142653	0.1856142653
1021	0.1856047774	0.1856047774
1022	0.1855969054	0.1855969054
1023	0.1855822686	0.1855822686
1024	0.1855606568	0.1855606568
1025	0.1855502053	0.1855502053
1026	0.1855442942	0.1855442942
1027	0.1855262007	0.1855262007
1028	0.1855132109	0.1855132109
1029	0.1854989528	0.1854989528
1030	0.185479373	0.185479373
1031	0.1854669261	0.1854669261
1032	0.1854548027	0.1854548027
1033	0.1854410285	0.1854410285
1034	0.1854284771	0.1854284771
1035	0.1854057462	0.1854057462
1036	0.1853922417	0.1853922417
1037	0.1853847731	0.1853847731
1038	0.1853782243	0.1853782243
1039	0.1853540408	0.1853540408
1040	0.1853411901	0.1853411901
1041	0.1853361477	0.1853361477
1042	0.1853253342	0.1853253342
1043	0.1853102535	0.1853102535
1044	0.1852950422	0.1852950422
1045	0.1852825733	0.1852825733
1046	0.1852634977	0.1852634977
1047	0.1852396741	0.1852396741
1048	0.1852237858	0.1852237858
1049	0.1851977938	0.1851977938
1050	0.185175451	0.185175451
1051	0.1851616761	0.1851616761
1052	0.1851470812	0.1851470812
1053	0.1851214716	0.1851214716
1054	0.1851108404	0.1851108404
1055	0.1850961479	0.1850961479
1056	0.185085009	0.185085009
1057	0.1850771713	0.1850771713
1058	0.1850699756	0.1850699756
1059	0.1850583959	0.1850583959
1060	0.185048471	0.185048471
1061	0.1850383064	0.1850383064
1062	0.1850300091	0.1850300091
1063	0.1850093702	0.1850093702
1064	0.1849952074	0.1849952074
1065	0.1849889587	0.1849889587
1066	0.1849736703	0.1849736703
1067	0.1849605072	0.1849605072
1068	0.1849495742	0.1849495742
1069	0.1849328887	0.1849328887
1070	0.1848767098	0.1848767098
1071	0.1848565738	0.1848565738
1072	0.1848356435	0.1848356435
1073	0.1848052567	0.1848052567
1074	0.1847980877	0.1847980877
1075	0.1847851756	0.1847851756
1076	0.1847774299	0.1847774299
1077	0.1847573047	0.1847573047
1078	0.1847338558	0.1847338558
1079	0.1847257549	0.1847257549
1080	0.1846995317	0.1846995317
1081	0.1846873856	0.1846873856
1082	0.1846752556	0.1846752556
1083	0.1846655268	0.1846655268
1084	0.1846485498	0.1846485498
1085	0.1846316772	0.1846316772
1086	0.1846219137	0.1846219137
1087	0.1846013228	0.1846013228
1088	0.1845826238	0.1845826238
1089	0.1845689673	0.1845689673
1090	0.1845622333	0.1845622333
1091	0.1845390557	0.1845390557
1092	0.1845274393	0.1845274393
1093	0.1845043558	0.1845043558
1094	0.18449155	0.18449155
1095	0.1844366922	0.1844366922
1096	0.1843992581	0.1843992581
1097	0.1843784422	0.1843784422
1098	0.1843626927	0.1843626927
1099	0.1843362185	0.1843362185
1100	0.1843169437	0.1843169437
1101	0.1842752894	0.1842752894
1102	0.1842381748	0.1842381748
1103	0.1842280256	0.1842280256
1104	0.1842184091	0.1842184091
1105	0.1841991987	0.1841991987
1106	0.1841422651	0.1841422651
1107	0.1841335626	0.1841335626
1108	0.1840972145	0.1840972145
1109	0.1840894711	0.1840894711
1110	0.1840759697	0.1840759697
1111	0.1840669688	0.1840669688
1112	0.1840491178	0.1840491178
1113	0.1840354967	0.1840354967
1114	0.184020214	0.184020214
1115	0.1840102999	0.1840102999
1116	0.1839980844	0.1839980844
1117	0.1839838107	0.1839838107
1118	0.1839718807	0.1839718807
1119	0.1839637582	0.1839637582
1120	0.1839566388	0.1839566388
1121	0.1839402679	0.1839402679
1122	0.1839246216	0.1839246216
1123	0.1839120507	0.1839120507
1124	0.183892954	0.183892954
1125	0.183886227	0.183886227
1126	0.1838805371	0.1838805371
1127	0.1838622096	0.1838622096
1128	0.1838323088	0.1838323088
1129	0.1837898411	0.1837898411
1130	0.1837716762	0.1837716762
1131	0.1837575732	0.1837575732
1132	0.1837356842	0.1837356842
1133	0.1837241706	0.1837241706
1134	0.183717372	0.183717372
1135	0.1837028969	0.1837028969
1136	0.183689418	0.183689418
1137	0.1836670897	0.1836670897
1138	0.1836568424	0.1836568424
1139	0.1836423795	0.1836423795
1140	0.1836340373	0.1836340373
1141	0.1836259591	0.1836259591
1142	0.1836139019	0.1836139019
1143	0.1836026138	0.1836026138
1144	0.1835923617	0.1835923617
1145	0.1835716469	0.1835716469
1146	0.1835474053	0.1835474053
1147	0.18354196	0.18354196
1148	0.1835285553	0.1835285553
1149	0.1835069979	0.1835069979
1150	0.18349549	0.18349549
1151	0.1834863762	0.1834863762
1152	0.1834666605	0.1834666605
1153	0.1834514005	0.1834514005
1154	0.1834323683	0.1834323683
1155	0.1834203878	0.1834203878
1156	0.1833932452	0.1833932452
1157	0.183360458	0.183360458
1158	0.1833383373	0.1833383373
1159	0.1833308992	0.1833308992
1160	0.1833203515	0.1833203515
1161	0.1832986597	0.1832986597
1162	0.1832805049	0.1832805049
1163	0.183268593	0.183268593
1164	0.1832587653	0.1832587653
1165	0.1832506199	0.1832506199
1166	0.1832353183	0.1832353183
1167	0.1831999023	0.1831999023
1168	0.1831838865	0.1831838865
1169	0.1831686631	0.1831686631
1170	0.1831621838	0.1831621838
1171	0.1831427157	0.1831427157
1172	0.1831322847	0.1831322847
1173	0.1831225165	0.1831225165
1174	0.1831055395	0.1831055395
1175	0.1830925508	0.1830925508
1176	0.1830823487	0.1830823487
1177	0.1830740789	0.1830740789
1178	0.1830636517	0.1830636517
1179	0.1830500425	0.1830500425
1180	0.1830430986	0.1830430986
1181	0.1830327755	0.1830327755
1182	0.1830183894	0.1830183894
1183	0.1830142921	0.1830142921
1184	0.1830053893	0.1830053893
1185	0.1829810092	0.1829810092
1186	0.1829736592	0.1829736592
1187	0.1829639513	0.1829639513
1188	0.1829445278	0.1829445278
1189	0.1829321057	0.1829321057
1190	0.1829194592	0.1829194592
1191	0.1828948265	0.1828948265
1192	0.1828756393	0.1828756393
1193	0.1828571093	0.1828571093
1194	0.1828345433	0.1828345433
1195	0.1827890305	0.1827890305
1196	0.1827725084	0.1827725084
1197	0.1827589419	0.1827589419
1198	0.1827422567	0.1827422567
1199	0.18272581	0.18272581
1200	0.1827013301	0.1827013301
1201	0.1826810132	0.1826810132
1202	0.1826611157	0.1826611157
1203	0.1826448646	0.1826448646
1204	0.1826318399	0.1826318399
1205	0.1826133777	0.1826133777
1206	0.1826030145	0.1826030145
1207	0.1825889138	0.1825889138
1208	0.1825751003	0.1825751003
1209	0.182570031	0.182570031
1210	0.1825602127	0.1825602127
1211	0.182525597	0.182525597
1212	0.1825198381	0.1825198381
1213	0.1825114078	0.1825114078
1214	0.1824727849	0.1824727849
1215	0.1824625586	0.1824625586
1216	0.1824369309	0.1824369309
1217	0.1824105958	0.1824105958
1218	0.1823929068	0.1823929068
1219	0.1823717931	0.1823717931
1220	0.1823623881	0.1823623881
1221	0.1823391802	0.1823391802
1222	0.1823217241	0.1823217241
1223	0.1822763699	0.1822763699
1224	0.1822691733	0.1822691733
1225	0.1822537262	0.1822537262
1226	0.1822426417	0.1822426417
1227	0.1822240529	0.1822240529
1228	0.1822138401	0.1822138401
1229	0.1821949074	0.1821949074
1230	0.1821851658	0.1821851658
1231	0.1821710157	0.1821710157
1232	0.1821509824	0.1821509824
1233	0.1821420201	0.1821420201
1234	0.1821296315	0.1821296315
1235	0.1821162419	0.1821162419
1236	0.1820983633	0.1820983633
1237	0.1820867028	0.1820867028
1238	0.1820703009	0.1820703009
1239	0.1820576789	0.1820576789
1240	0.1820352122	0.1820352122
1241	0.1820281413	0.1820281413
1242	0.1820075747	0.1820075747
1243	0.1819940724	0.1819940724
1244	0.1819723068	0.1819723068
1245	0.1819617383	0.1819617383
1246	0.1819412677	0.1819412677
1247	0.1819316815	0.1819316815
1248	0.181919897	0.181919897
1249	0.1819161421	0.1819161421
1250	0.1819081173	0.1819081173
1251	0.1818955602	0.1818955602
1252	0.1818759771	0.1818759771
1253	0.1818588555	0.1818588555
1254	0.1818387221	0.1818387221
1255	0.181822458	0.181822458
1256	0.1818098413	0.1818098413
1257	0.181797416	0.181797416
1258	0.1817724761	0.1817724761
1259	0.1817652317	0.1817652317
1260	0.181752136	0.181752136
1261	0.1817309244	0.1817309244
1262	0.1817190516	0.1817190516
1263	0.1817156672	0.1817156672
1264	0.1816994837	0.1816994837
1265	0.1816639444	0.1816639444
1266	0.1816517528	0.1816517528
1267	0.1816406053	0.1816406053
1268	0.1816225905	0.1816225905
1269	0.1816129493	0.1816129493
1270	0.1815865889	0.1815865889
1271	0.1815805288	0.1815805288
1272	0.1815496202	0.1815496202
1273	0.1815435388	0.1815435388
1274	0.1815307838	0.1815307838
1275	0.1815193788	0.1815193788
1276	0.1815118728	0.1815118728
1277	0.1814808933	0.1814808933
1278	0.1814684142	0.1814684142
1279	0.1814404787	0.1814404787
1280	0.1814313409	0.1814313409
1281	0.1814159943	0.1814159943
1282	0.1813999817	0.1813999817
1283	0.1813818892	0.1813818892
1284	0.1813676992	0.1813676992
1285	0.1813565309	0.1813565309
1286	0.1813318709	0.1813318709
1287	0.1813177939	0.1813177939
1288	0.1813115144	0.1813115144
1289	0.181285472	0.181285472
1290	0.1812657936	0.1812657936
1291	0.1812530278	0.1812530278
1292	0.1812236207	0.1812236207
1293	0.1812017079	0.1812017079
1294	0.1811898539	0.1811898539
1295	0.1811694628	0.1811694628
1296	0.1811540208	0.1811540208
1297	0.181139253	0.181139253
1298	0.1811237859	0.1811237859
1299	0.1811050429	0.1811050429
1300	0.1810696759	0.1810696759
1301	0.1810440359	0.1810440359
1302	0.1810282273	0.1810282273
1303	0.181012628	0.181012628
1304	0.1809929952	0.1809929952
1305	0.1809781845	0.1809781845
1306	0.1809658081	0.1809658081
1307	0.1809312225	0.1809312225
1308	0.1809189543	0.1809189543
1309	0.1809080981	0.1809080981
1310	0.1808812523	0.1808812523
1311	0.1808728034	0.1808728034
1312	0.1808711599	0.1808711599
1313	0.1808587841	0.1808587841
1314	0.1808424724	0.1808424724
1315	0.1808232841	0.1808232841
1316	0.1808026696	0.1808026696
1317	0.1807915284	0.1807915284
1318	0.1807761475	0.1807761475
1319	0.1807686986	0.1807686986
1320	0.1807595302	0.1807595302
1321	0.1807458104	0.1807458104
1322	0.1807326324	0.1807326324
1323	0.1807087219	0.1807087219
1324	0.1806542309	0.1806542309
1325	0.1806457076	0.1806457076
1326	0.1806332378	0.1806332378
1327	0.1806238013	0.1806238013
1328	0.1806113659	0.1806113659
1329	0.1805907299	0.1805907299
1330	0.1805693607	0.1805693607
1331	0.1805496291	0.1805496291
1332	0.1805268955	0.1805268955
1333	0.1805143272	0.1805143272
1334	0.1805012531	0.1805012531
1335	0.1804948993	0.1804948993
1336	0.1804809287	0.1804809287
1337	0.1804435086	0.1804435086
1338	0.1804313853	0.1804313853
1339	0.1804089612	0.1804089612
1340	0.1803966801	0.1803966801
1341	0.1803861394	0.1803861394
1342	0.1803760653	0.1803760653
1343	0.1803629247	0.1803629247
1344	0.1803141216	0.1803141216
1345	0.1802738503	0.1802738503
1346	0.1802597269	0.1802597269
1347	0.180228332	0.180228332
1348	0.1802079141	0.1802079141
1349	0.1801884894	0.1801884894
1350	0.1801757031	0.1801757031
1351	0.180170359	0.180170359
1352	0.1801622254	0.1801622254
1353	0.1801401274	0.1801401274
1354	0.1801177025	0.1801177025
1355	0.1800970724	0.1800970724
1356	0.1800723976	0.1800723976
1357	0.1800542411	0.1800542411
1358	0.1800402784	0.1800402784
1359	0.180015715	0.180015715
1360	0.1799947079	0.1799947079
1361	0.1799798476	0.1799798476
1362	0.1799726992	0.1799726992
1363	0.1799572855	0.1799572855
1364	0.1799362172	0.1799362172
1365	0.1799278468	0.1799278468
1366	0.1799165135	0.1799165135
1367	0.1799058865	0.1799058865
1368	0.1798938814	0.1798938814
1369	0.1798768196	0.1798768196
1370	0.1798597251	0.1798597251
1371	0.1798456331	0.1798456331
1372	0.1798357704	0.1798357704
1373	0.1798204639	0.1798204639
1374	0.1798136113	0.1798136113
1375	0.1798001071	0.1798001071
1376	0.1797772155	0.1797772155
1377	0.1797658463	0.1797658463
1378	0.179751746	0.179751746
1379	0.1797394274	0.1797394274
1380	0.1797209981	0.1797209981
1381	0.1797076045	0.1797076045
1382	0.179702437	0.179702437
1383	0.1796957491	0.1796957491
1384	0.1796792186	0.1796792186
1385	0.179644702	0.179644702
1386	0.1796342573	0.1796342573
1387	0.1796241552	0.1796241552
1388	0.1796159595	0.1796159595
1389	0.1796075982	0.1796075982
1390	0.1795940634	0.1795940634
1391	0.179580897	0.179580897
1392	0.1795738651	0.1795738651
1393	0.1795622311	0.1795622311
1394	0.1795534406	0.1795534406
1395	0.1795432748	0.1795432748
1396	0.1795319286	0.1795319286
1397	0.1795204112	0.1795204112
1398	0.1795042579	0.1795042579
1399	0.1794981215	0.1794981215
1400	0.1794785725	0.1794785725
1401	0.179469205	0.179469205
1402	0.1794460486	0.1794460486
1403	0.1794289395	0.1794289395
1404	0.1794206514	0.1794206514
1405	0.1794070598	0.1794070598
1406	0.1793915662	0.1793915662
1407	0.1793808836	0.1793808836
1408	0.1793730592	0.1793730592
1409	0.1793638337	0.1793638337
1410	0.179351397	0.179351397
1411	0.1793449305	0.1793449305
1412	0.1793370614	0.1793370614
1413	0.1792996796	0.1792996796
1414	0.1792885759	0.1792885759
1415	0.1792791503	0.1792791503
1416	0.1792547347	0.1792547347
1417	0.1792459476	0.1792459476
1418	0.1792287053	0.1792287053
1419	0.1791947254	0.1791947254
1420	0.1791797098	0.1791797098
1421	0.1791708436	0.1791708436
1422	0.1791628464	0.1791628464
1423	0.1791389732	0.1791389732
1424	0.1791285898	0.1791285898
1425	0.1791126178	0.1791126178
1426	0.1790944764	0.1790944764
1427	0.1790651173	0.1790651173
1428	0.1790548477	0.1790548477
1429	0.179037486	0.179037486
1430	0.1790194035	0.1790194035
1431	0.1790021575	0.1790021575
1432	0.1789916982	0.1789916982
1433	0.1789849587	0.1789849587
1434	0.1789715473	0.1789715473
1435	0.1789564444	0.1789564444
1436	0.1789379794	0.1789379794
1437	0.1789296409	0.1789296409
1438	0.1789156131	0.1789156131
1439	0.1788972819	0.1788972819
1440	0.1788756013	0.1788756013
1441	0.1788591215	0.1788591215
1442	0.1788498561	0.1788498561
1443	0.1788407832	0.1788407832
1444	0.1788213781	0.1788213781
1445	0.1788083529	0.1788083529
1446	0.1787974549	0.1787974549
1447	0.1787837756	0.1787837756
1448	0.1787757237	0.1787757237
1449	0.178758062	0.178758062
1450	0.1787469791	0.1787469791
1451	0.1787307516	0.1787307516
1452	0.1787129348	0.1787129348
1453	0.1786771563	0.1786771563
1454	0.1786581862	0.1786581862
1455	0.1786495805	0.1786495805
1456	0.1786407915	0.1786407915
1457	0.1786072503	0.1786072503
1458	0.1785982248	0.1785982248
1459	0.1785880964	0.1785880964
1460	0.1785683475	0.1785683475
1461	0.1785424074	0.1785424074
1462	0.1785215546	0.1785215546
1463	0.1784984208	0.1784984208
1464	0.1784906603	0.1784906603
1465	0.1784713138	0.1784713138
1466	0.1784662343	0.1784662343
1467	0.1784620324	0.1784620324
1468	0.1784479205	0.1784479205
1469	0.1784400602	0.1784400602
1470	0.1784163684	0.1784163684
1471	0.1783909465	0.1783909465
1472	0.1783848767	0.1783848767
1473	0.1783677384	0.1783677384
1474	0.1783458268	0.1783458268
1475	0.1783288581	0.1783288581
1476	0.1782928628	0.1782928628
1477	0.1782787118	0.1782787118
1478	0.1782649571	0.1782649571
1479	0.1782489068	0.1782489068
1480	0.178239498	0.178239498
1481	0.178232367	0.178232367
1482	0.1782237237	0.1782237237
1483	0.1782031735	0.1782031735
1484	0.1781970591	0.1781970591
1485	0.1781804831	0.1781804831
1486	0.1781711593	0.1781711593
1487	0.1781478042	0.1781478042
1488	0.1781285687	0.1781285687
1489	0.1781257525	0.1781257525
1490	0.1781080057	0.1781080057
1491	0.1780930636	0.1780930636
1492	0.1780809461	0.1780809461
1493	0.1780750541	0.1780750541
1494	0.1780543868	0.1780543868
1495	0.1780459153	0.1780459153
1496	0.1780315033	0.1780315033
1497	0.1780084078	0.1780084078
1498	0.1780028779	0.1780028779
1499	0.177984462	0.177984462
